DexNum,Name,BaseStats,Types,CatchRate,EvoStage,Evs,WildHeldItem1,WildHeldItem2,WildHeldItem3,Gender(N=-1),HatchCycles,BaseFriendship,EXPGrowth,EggGroup1,EggGroup2,Ability1,Ability2,AbilityH,FormSprite,FormCount,Color,IsPresentInGame,BaseEXP,DexHeight_Weight,fields_sec1,Icon,"unused(4E,50)",fields_sec2,EvoBaseID,FormIndex,IsGalarianForm,IsBoxLegend,DexNumber,field_sec3,Unknown,field_sec4,Unused(A6)
#799,Guzzlord,223~101~53~43~97~53,DARK!DRAGON,0,0,0~2~0~1~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_30720,BF_NONE,EGR_SLOW,egggroup.egg_group_undiscovered,egggroup.egg_group_undiscovered,ability.beast_boost,ability.beast_boost,ability.beast_boost,0,0,0,1,270,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,799,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#800,Necrozma,97~107~101~79~127~89,PSYCHIC!PSYCHIC,255,3,0~0~0~1~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_30720,BF_NONE,EGR_SLOW,egggroup.egg_group_undiscovered,egggroup.egg_group_undiscovered,ability.prism_armor,ability.prism_armor,ability.prism_armor,1150,3,4,1,189,240!2300,0!75!230!7!128!24!65!8!98!16!2!0!11!0!0!0!0!0!1!12!16!15!20!84!26!212!72!28!12!0!2!0,865,0!0,0!0,800,0,0,0,800,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!100!60!0!0!0!0!2!0!3!0!3!3!2!2!2!2!2,1~1~1~1~2~5~5~5~5~6~2~2~5~5~6,0!0!0!0!722!0!722!0!89!722,0
#801,Magearna,80~95~115~65~130~115,STEEL!FAIRY,0,0,0~0~0~0~3~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_30720,BF_NONE,EGR_SLOW,egggroup.egg_group_undiscovered,egggroup.egg_group_undiscovered,ability.soul_heart,ability.soul_heart,ability.soul_heart,0,0,0,1,243,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,801,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#802,Marshadow,90~125~80~125~90~90,FIGHTING!GHOST,3,3,0~0~3~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_30720,BF_NONE,EGR_SLOW,egggroup.egg_group_undiscovered,egggroup.egg_group_undiscovered,ability.technician,ability.technician,ability.technician,0,1,7,1,257,70!222,59!3!224!3!192!13!17!142!2!120!64!64!0!0!0!0!0!0!128!16!48!13!130!2!35!3!33!44!34!128!0!0,883,0!0,712!699,802,0,0,0,802,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!100!60!0!0!0!0!2!0!3!0!3!3!2!2!2!2!2,1~1~1~1~2~5~5~4~5~6~2~2~4~5~6,0!0!0!0!712!0!712!0!395!712,0
#803,Poipole,67~73~67~73~73~67,POISON!POISON,0,0,0~0~0~0~3~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_30720,BF_NONE,EGR_SLOW,egggroup.egg_group_undiscovered,egggroup.egg_group_undiscovered,ability.beast_boost,ability.beast_boost,ability.beast_boost,0,0,0,1,257,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,803,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#804,Naganadel,73~73~73~127~127~73,POISON!DRAGON,0,0,0~0~0~3~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_30720,BF_NONE,EGR_SLOW,egggroup.egg_group_undiscovered,egggroup.egg_group_undiscovered,ability.beast_boost,ability.beast_boost,ability.beast_boost,0,0,0,1,270,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,804,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#805,Stakataka,61~131~211~13~53~101,ROCK!STEEL,0,0,0~0~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_30720,BF_NONE,EGR_SLOW,egggroup.egg_group_undiscovered,egggroup.egg_group_undiscovered,ability.beast_boost,ability.beast_boost,ability.beast_boost,0,0,0,1,257,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,805,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#806,Blacephalon,53~127~53~107~151~79,FIRE!GHOST,0,0,0~0~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_30720,BF_NONE,EGR_SLOW,egggroup.egg_group_undiscovered,egggroup.egg_group_undiscovered,ability.beast_boost,ability.beast_boost,ability.beast_boost,0,0,0,1,257,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,806,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#807,Zeraora,88~112~75~143~102~80,ELECTRIC!ELECTRIC,3,3,0~0~0~3~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_30720,BF_NONE,EGR_SLOW,egggroup.egg_group_undiscovered,egggroup.egg_group_undiscovered,ability.volt_absorb,ability.volt_absorb,ability.volt_absorb,0,1,2,1,270,150!445,47!67!32!7!128!15!16!140!0!88!37!68!2!0!0!0!0!0!128!19!48!141!160!2!35!1!1!32!97!132!0!0,888,0!0,0!0,807,0,0,0,807,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!100!60!0!0!0!0!2!0!3!0!3!3!2!2!2!2!2,1~1~1~1~2~5~5~5~6~6~2~2~5~6~6,0!0!0!0!721!0!721!0!468!721,0
#808,Meltan,46~65~65~34~55~35,STEEL!STEEL,3,3,0~1~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_30720,BF_NONE,EGR_SLOW,egggroup.egg_group_undiscovered,egggroup.egg_group_undiscovered,ability.magnet_pull,ability.magnet_pull,ability.magnet_pull,0,1,7,1,150,20!80,0!64!32!3!128!0!0!0!0!16!0!0!0!0!0!0!128!0!0!1!16!12!0!64!16!0!64!0!0!0!0!0,891,0!0,0!0,808,0,0,0,808,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!90!50!0!0!0!0!1!0!3!0!3!3!3!3!3!2!2,1~1~1~1~1~5~5~3~3~4~2~2~3~3~4,0!0!0!0!151!0!430!0!86!430,0
#809,Melmetal,135~143~143~34~80~65,STEEL!STEEL,3,3,0~3~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_30720,BF_NONE,EGR_SLOW,egggroup.egg_group_undiscovered,egggroup.egg_group_undiscovered,ability.iron_fist,ability.iron_fist,ability.iron_fist,0,1,7,1,300,250!8000,51!75!112!3!128!8!1!0!0!16!0!4!2!0!0!0!128!0!34!3!16!12!128!64!16!0!64!132!0!96!8!0,892,0!0,0!0,808,0,0,0,809,0!14!0!16!0!19!0!25!0!30!0!0!0!0!60!0!60!0!95!60!0!0!0!0!2!0!3!0!3!3!2!2!2!2!2,1~1~1~1~2~5~5~5~6~6~2~2~5~6~6,0!0!0!0!742!0!742!0!9!742,0
#810,Grookey,50~65~50~65~40~40,GRASS!GRASS,45,1,0~1~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M88_14F11_86,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_field,egggroup.egg_group_grass,ability.overgrow,ability.overgrow,ability.grassy_surge,0,1,3,1,62,30!50,3!28!33!147!132!1!0!141!0!80!0!64!0!0!0!0!1!0!129!32!16!12!40!0!0!0!2!32!32!0!0!0,948,0!0,0!0,810,0,0,0,810,0!14!0!16!0!19!0!25!0!30!0!0!0!0!30!0!50!0!80!40!0!0!0!0!2!0!2!0!3!2!4!4!4!3!3,1~1~1~1~1~5~5~2~3~3~2~2~2~3~3,0!0!0!0!785!0!283!0!75!283,0
#811,Thwackey,70~85~70~80~55~60,GRASS!GRASS,45,2,0~2~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M88_14F11_86,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_field,egggroup.egg_group_grass,ability.overgrow,ability.overgrow,ability.grassy_surge,0,1,3,1,147,70!140,3!28!33!147!132!1!0!141!0!80!0!64!0!0!0!0!1!0!129!32!16!12!40!0!0!0!2!32!32!0!0!0,949,0!0,0!0,810,0,0,0,811,0!14!0!16!0!19!0!25!0!30!0!0!0!0!70!0!60!0!90!50!0!0!0!0!2!0!2!0!3!2!4!3!3!3!2,1~1~1~1~1~5~5~3~4~4~2~2~3~4~4,0!0!0!0!458!0!458!0!103!458,0
#812,Rillaboom,100~125~90~85~60~70,GRASS!GRASS,45,3,0~3~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M88_14F11_86,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_field,egggroup.egg_group_grass,ability.overgrow,ability.overgrow,ability.grassy_surge,0,1,3,1,265,210!900,3!31!33!151!132!9!36!141!0!80!34!65!6!0!0!0!9!0!131!36!16!12!168!4!1!0!139!32!32!96!8!0,950,0!0,0!0,810,0,0,0,812,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!50!0!0!0!0!2!0!3!0!2!3!3!3!3!2!2,1~1~1~1~1~5~5~4~5~5~2~2~4~5~5,0!0!0!0!778!0!778!0!586!778,0
#813,Scorbunny,50~71~40~69~40~40,FIRE!FIRE,45,1,0~0~0~1~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M88_14F11_86,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_field,egggroup.egg_group_human_like,ability.blaze,ability.blaze,ability.libero,0,1,8,1,62,30!45,2!0!32!131!132!1!48!5!16!88!0!0!0!0!0!0!2!0!132!176!48!44!48!10!0!0!0!2!41!0!0!0,954,0!0,0!0,813,0,0,0,813,0!14!0!16!0!19!0!25!0!30!0!0!0!0!45!0!60!0!85!50!0!0!0!0!2!0!3!0!3!3!4!4!4!3!3,1~1~1~1~1~5~5~2~3~3~2~2~2~3~3,0!0!0!0!488!0!488!0!24!488,0
#814,Raboot,65~86~60~94~55~60,FIRE!FIRE,45,2,0~0~0~2~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M88_14F11_86,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_field,egggroup.egg_group_human_like,ability.blaze,ability.blaze,ability.libero,0,1,7,1,147,60!90,2!0!32!131!132!1!48!5!16!88!0!0!0!0!0!0!2!0!132!176!48!44!48!10!129!0!0!2!41!0!0!0,955,0!0,0!0,813,0,0,0,814,0!14!0!16!0!19!0!25!0!30!0!0!0!0!65!0!60!0!90!50!0!0!0!0!2!0!3!0!3!3!3!3!3!2!2,1~1~1~1~1~5~5~2~2~3~2~2~2~2~3,0!0!0!0!488!0!486!0!488!486,0
#815,Cinderace,80~116~75~119~65~75,FIRE!FIRE,45,3,0~0~0~3~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M88_14F11_86,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_field,egggroup.egg_group_human_like,ability.blaze,ability.blaze,ability.libero,0,1,8,1,265,140!330,10!35!32!131!132!7!48!5!16!88!32!0!0!0!0!0!18!0!132!176!48!44!50!10!129!0!33!6!41!0!0!0,956,0!0,0!0,813,0,0,0,815,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!50!0!0!0!0!2!0!3!0!3!3!3!3!3!2!2,1~1~1~1~1~5~5~3~4~4~2~2~3~4~4,0!0!0!0!780!0!780!0!24!780,0
#816,Sobble,50~40~40~70~70~40,WATER!WATER,45,1,0~0~0~1~0~1~0,item.none,item.none,item.none,GENDER_RATIO_M88_14F11_86,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_water_1,egggroup.egg_group_field,ability.torrent,ability.torrent,ability.sniper,0,1,1,1,62,30!40,0!0!46!131!146!97!48!1!0!16!0!0!0!0!0!0!4!0!16!0!16!44!0!32!0!0!0!0!32!0!4!0,951,0!0,0!0,816,0,0,0,816,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!50!0!0!0!0!2!0!3!0!3!3!4!4!4!3!3,1~1~1~1~1~5~5~2~2~3~2~2~2~2~3,0!0!0!0!715!0!352!0!715!352,0
#817,Drizzile,65~60~55~90~95~55,WATER!WATER,45,2,0~0~0~0~2~0~0,item.none,item.none,item.none,GENDER_RATIO_M88_14F11_86,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_water_1,egggroup.egg_group_field,ability.torrent,ability.torrent,ability.sniper,0,1,1,1,147,70!115,0!0!46!131!146!97!48!9!0!16!0!0!0!0!0!0!4!0!16!0!16!44!0!32!0!0!0!0!32!0!4!0,952,0!0,0!0,816,0,0,0,817,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!45!0!0!0!0!3!0!3!0!3!3!3!3!3!3!2,1~1~1~1~1~5~5~2~3~3~2~2~2~3~3,0!0!0!0!352!0!330!0!57!330,0
#818,Inteleon,70~85~65~120~125~65,WATER!WATER,45,3,0~0~0~3~0~0~0,item.none,item.oran_berry,item.none,GENDER_RATIO_M88_14F11_86,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_water_1,egggroup.egg_group_field,ability.torrent,ability.torrent,ability.sniper,0,1,1,1,265,190!452,0!3!46!139!146!97!56!9!0!80!0!128!8!0!0!0!36!0!121!112!17!44!2!32!0!4!0!0!48!0!4!0,953,0!0,0!0,816,0,0,0,818,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!50!0!0!0!0!2!0!3!0!3!3!3!2!2!6!4,1~1~1~2~2~5~5~2~3~3~2~2~2~3~3,0!0!0!0!745!0!56!0!745!56,0
#819,Skwovet,70~55~55~25~35~35,NORMAL!NORMAL,255,1,1~0~0~0~0~0~0,item.none,item.sitrus_berry,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_field,egggroup.egg_group_field,ability.cheek_pouch,ability.cheek_pouch,ability.gluttony,0,1,5,1,55,30!25,0!128!160!131!128!0!36!14!0!16!16!0!2!0!0!0!0!0!2!0!18!140!9!4!16!8!0!0!0!0!0!0,909,0!0,0!0,819,0,0,0,819,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!50!0!80!50!0!0!0!0!2!0!3!0!3!3!5!5!4!4!4,1~1~1~1~1~5~5~2~3~3~2~2~2~3~3,0!0!0!0!33!0!331!0!34!331,0
#820,Greedent,120~95~95~20~55~75,NORMAL!NORMAL,90,2,2~0~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_field,egggroup.egg_group_field,ability.cheek_pouch,ability.cheek_pouch,ability.gluttony,0,1,5,1,161,60!60,0!131!160!131!128!0!36!14!28!16!16!0!6!0!0!0!0!0!3!4!18!140!137!4!16!8!0!0!64!0!10!0,910,0!0,0!0,819,0,0,0,820,0!14!0!16!0!19!0!25!0!30!0!0!0!0!40!0!50!0!80!50!0!0!0!0!2!0!3!0!3!3!4!3!3!3!2,1~1~1~1~1~5~5~4~4~5~2~2~4~4~5,0!0!0!0!34!0!34!0!162!34,0
#821,Rookidee,38~47~35~57~33~35,FLYING!FLYING,255,1,0~0~0~1~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_3840,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_flying,egggroup.egg_group_flying,ability.keen_eye,ability.unnerve,ability.big_pecks,0,1,1,1,49,20!18,64!0!160!135!128!133!0!7!0!144!0!128!0!0!0!0!0!0!0!48!48!12!32!0!0!0!20!0!32!0!0!0,918,0!0,0!0,821,0,0,0,821,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!80!40!0!0!0!0!2!0!2!0!2!2!5!4!4!4!3,1~1~1~1~1~5~5~3~3~4~2~2~3~3~4,0!0!0!0!681!0!681!0!468!681,0
#822,Corvisquire,68~67~55~77~43~55,FLYING!FLYING,120,2,0~0~0~2~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_3840,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_flying,egggroup.egg_group_flying,ability.keen_eye,ability.unnerve,ability.big_pecks,0,1,1,1,128,80!160,64!0!160!135!128!133!0!7!0!144!0!128!0!0!0!0!0!0!0!48!48!12!32!0!0!0!20!0!32!0!0!0,919,0!0,0!0,821,0,0,0,822,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!40!0!0!0!0!2!0!2!0!3!2!4!3!3!3!3,1~1~1~1~1~5~5~3~3~3~2~2~3~3~3,0!0!0!0!468!0!681!0!468!681,0
#823,Corviknight,98~87~105~67~53~85,FLYING!STEEL,45,3,0~0~3~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_3840,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_flying,egggroup.egg_group_flying,ability.pressure,ability.unnerve,ability.mirror_armor,0,1,6,1,248,220!750,64!3!167!199!128!133!0!7!0!144!0!128!0!0!0!0!128!0!2!48!48!12!32!64!1!0!84!132!32!2!8!0,920,0!0,0!0,821,0,0,0,823,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!50!0!0!0!0!2!0!3!0!3!3!4!3!3!3!2,1~1~1~1~1~5~5~3~3~4~2~2~3~3~4,0!0!0!0!211!0!681!0!468!681,0
#824,Blipbug,25~20~20~45~25~45,BUG!BUG,255,1,0~0~0~0~0~1~0,item.none,item.psychic_seed,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_3840,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_bug,egggroup.egg_group_bug,ability.swarm,ability.compoundeyes,ability.telepathy,0,1,1,1,36,40!80,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,930,0!0,0!0,824,0,0,0,824,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!80!40!0!0!0!0!2!0!3!0!2!3!5!5!4!4!4,1~1~1~1~1~5~5~3~3~3~2~2~3~3~3,0!0!0!0!522!0!522!0!522!522,0
#825,Dottler,50~35~80~30~50~90,BUG!PSYCHIC,120,2,0~0~0~0~0~2~0,item.none,item.psychic_seed,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_3840,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_bug,egggroup.egg_group_bug,ability.swarm,ability.compoundeyes,ability.telepathy,0,1,2,1,117,40!195,0!8!46!131!128!18!0!50!192!17!0!8!0!0!0!0!0!0!0!8!20!14!70!65!2!32!34!0!12!0!8!0,931,0!0,0!0,824,0,0,0,825,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!90!50!0!0!0!0!2!0!1!0!1!1!5!4!4!4!3,1~1~1~1~1~5~5~5~5~5~2~2~5~5~5,0!0!0!0!93!0!384!0!115!384,0
#826,Orbeetle,60~45~110~90~80~120,BUG!PSYCHIC,45,3,0~0~0~0~0~3~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_3840,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_bug,egggroup.egg_group_bug,ability.swarm,ability.frisk,ability.telepathy,0,1,0,1,253,40!408,0!11!46!147!128!18!0!51!224!17!0!8!0!0!0!0!0!0!0!24!20!46!70!65!2!32!34!0!12!0!8!0,932,0!0,0!0,824,0,0,0,826,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!100!50!0!0!0!0!2!0!3!0!2!3!3!3!3!2!2,1~1~1~1~1~5~5~5~5~6~2~2~5~5~6,0!0!0!0!60!0!94!0!243!94,0
#827,Nickit,40~28~28~50~47~52,DARK!DARK,255,1,0~0~0~0~0~1~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_3840,BF_70,EGR_FAST,egggroup.egg_group_field,egggroup.egg_group_field,ability.run_away,ability.unburden,ability.stakeout,0,1,5,1,49,60!89,0!128!161!131!160!129!32!4!0!16!48!0!0!0!0!0!0!0!0!16!16!44!32!0!0!0!16!0!2!4!0!0,901,0!0,0!0,827,0,0,0,827,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!40!0!0!0!0!2!0!3!0!2!3!5!4!4!3!3,1~1~1~1~1~5~5~2~3~4~2~2~2~3~4,0!0!0!0!39!0!555!0!417!555,0
#828,Thievul,70~58~58~90~87~92,DARK!DARK,127,2,0~0~0~0~0~2~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_3840,BF_70,EGR_FAST,egggroup.egg_group_field,egggroup.egg_group_field,ability.run_away,ability.unburden,ability.stakeout,0,1,5,1,159,120!199,0!131!161!131!160!129!32!5!30!80!48!0!0!0!0!0!0!0!0!24!16!44!35!0!0!4!16!32!2!4!0!0,902,0!0,0!0,827,0,0,0,828,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!40!0!0!0!0!2!0!3!0!3!3!4!3!3!3!3,1~1~1~1~1~5~5~3~4~4~2~2~3~4~4,0!0!0!0!492!0!555!0!417!555,0
#829,Gossifleur,40~40~60~10~40~60,GRASS!GRASS,190,1,0~0~0~0~0~1~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_grass,egggroup.egg_group_grass,ability.cotton_down,ability.regenerator,ability.effect_spore,0,1,3,1,50,40!22,0!12!34!179!132!2!4!0!0!16!0!1!0!0!0!0!0!0!0!0!16!12!0!4!0!0!130!32!0!0!1!0,905,0!0,0!0,829,0,0,0,829,0!14!0!16!0!19!0!25!0!30!0!0!0!0!40!0!50!0!80!45!0!0!0!0!2!0!2!0!2!2!5!5!4!4!4,1~1~1~1~1~5~5~3~3~4~2~2~3~3~4,0!0!0!0!75!0!536!0!75!536,0
#830,Eldegoss,60~50~90~60~80~120,GRASS!GRASS,75,2,0~0~0~0~0~2~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_grass,egggroup.egg_group_grass,ability.cotton_down,ability.regenerator,ability.effect_spore,0,1,3,1,161,50!25,0!15!34!179!132!66!4!0!0!16!0!1!0!0!0!0!0!0!0!0!16!12!0!4!0!8!130!32!0!0!1!0,906,0!0,0!0,829,0,0,0,830,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!90!55!0!0!0!0!2!0!3!0!2!3!4!4!4!3!3,1~1~1~1~1~5~5~5~5~6~2~2~5~5~6,0!0!0!0!178!0!536!0!178!536,0
#831,Wooloo,42~40~55~48~40~45,NORMAL!NORMAL,255,1,0~0~1~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_3840,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_field,egggroup.egg_group_field,ability.fluffy,ability.run_away,ability.bulletproof,0,1,8,1,122,60!60,0!64!32!131!128!0!0!34!0!16!0!0!0!0!0!0!0!0!0!16!48!12!0!0!0!0!0!0!65!0!0!0,911,0!0,0!0,831,0,0,0,831,0!14!0!16!0!19!0!25!0!30!0!0!0!0!40!0!50!0!80!50!0!0!0!0!2!0!3!0!2!3!6!6!5!5!4,1~1~1~1~1~5~5~3~4~4~2~2~3~4~4,0!0!0!0!29!0!36!0!538!36,0
#832,Dubwool,72~80~100~88~60~90,NORMAL!NORMAL,127,2,0~0~2~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_3840,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_field,egggroup.egg_group_field,ability.fluffy,ability.steadfast,ability.bulletproof,0,1,8,1,172,130!430,2!67!32!131!128!0!16!34!0!144!0!0!0!0!0!0!0!0!3!16!48!44!0!0!0!0!32!0!65!0!8!0,912,0!0,0!0,831,0,0,0,832,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!50!0!80!45!0!0!0!0!1!0!3!0!2!3!4!4!3!3!3,1~1~1~1~1~5~5~4~5~5~2~2~4~5~5,0!0!0!0!538!0!179!0!538!179,0
#833,Chewtle,50~64~50~44~38~38,WATER!WATER,255,1,0~1~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_monster,egggroup.egg_group_water_1,ability.strong_jaw,ability.shell_armor,ability.swift_swim,0,1,3,1,57,30!85,0!0!32!131!146!36!32!6!8!16!0!0!0!0!0!0!0!0!26!0!16!12!0!0!0!0!0!0!0!0!4!0,903,0!0,0!0,833,0,0,0,833,0!14!0!16!0!19!0!25!0!30!0!0!0!0!45!0!50!0!85!40!0!0!0!0!3!0!3!0!3!3!5!4!4!4!3,1~1~1~1~1~5~5~3~3~3~2~2~3~3~3,0!0!0!0!44!0!746!0!44!746,0
